copy_index,upstream_layer,upstream_output_index,upstream_tensor,upstream_output_format_datatype,copy_node,copy_input_format_datatype,copy_output_format_datatype,downstream_layer,downstream_input_index,downstream_tensor,downstream_input_format_datatype,tensor_dimensions
45,__myl_Add_myl97_8,0,/model/block3.0/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.0/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.0/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.0/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
46,__myl_FcAdd_myl97_5,0,/model/block3.0/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.0.mlp.fc2.bias + ONNXTRT_Broadcast_1047.../model/block3.1/attn/Transpose_1 + /model/block3.1/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl101_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.0.mlp.fc2.bias + ONNXTRT_Broadcast_1047.../model/block3.1/attn/Transpose_1 + /model/block3.1/attn/Reshape_1]},Float,1x484x320
47,__myl_AddSqrtDivMulMulAddTranReshCast_myl101_3,1,/model/block3.1/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_5776 + ONNXTRT_Broadcast_1057.../model/block3.1/mlp/dwconv/Transpose + /model/block3.1/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.1/attn/q/MatMul_myl106_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_5776 + ONNXTRT_Broadcast_1057.../model/block3.1/mlp/dwconv/Transpose + /model/block3.1/mlp/dwconv/Reshape]},Half,1x484x320
48,/model/block3.1/attn/sr/Conv,0,/model/block3.1/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_5776 + ONNXTRT_Broadcast_1057.../model/block3.1/mlp/dwconv/Transpose + /model/block3.1/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl106_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_5776 + ONNXTRT_Broadcast_1057.../model/block3.1/mlp/dwconv/Transpose + /model/block3.1/mlp/dwconv/Reshape]},Half,1x320x11x11
49,__myl_CastAddMeanSubMulMeanCast_myl101_2,0,/model/block3.0/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_5776 + ONNXTRT_Broadcast_1057.../model/block3.1/mlp/dwconv/Transpose + /model/block3.1/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl106_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_5776 + ONNXTRT_Broadcast_1057.../model/block3.1/mlp/dwconv/Transpose + /model/block3.1/mlp/dwconv/Reshape]},Half,1x484x320
50,__myl_Add_myl106_8,0,/model/block3.1/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.1/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.1/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.1/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
51,__myl_FcAdd_myl106_5,0,/model/block3.1/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.1.mlp.fc2.bias + ONNXTRT_Broadcast_1143.../model/block3.2/attn/Transpose_1 + /model/block3.2/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl110_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.1.mlp.fc2.bias + ONNXTRT_Broadcast_1143.../model/block3.2/attn/Transpose_1 + /model/block3.2/attn/Reshape_1]},Float,1x484x320
52,__myl_AddSqrtDivMulMulAddTranReshCast_myl110_3,1,/model/block3.2/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_5810 + ONNXTRT_Broadcast_1153.../model/block3.2/mlp/dwconv/Transpose + /model/block3.2/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.2/attn/q/MatMul_myl115_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_5810 + ONNXTRT_Broadcast_1153.../model/block3.2/mlp/dwconv/Transpose + /model/block3.2/mlp/dwconv/Reshape]},Half,1x484x320
53,/model/block3.2/attn/sr/Conv,0,/model/block3.2/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_5810 + ONNXTRT_Broadcast_1153.../model/block3.2/mlp/dwconv/Transpose + /model/block3.2/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl115_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_5810 + ONNXTRT_Broadcast_1153.../model/block3.2/mlp/dwconv/Transpose + /model/block3.2/mlp/dwconv/Reshape]},Half,1x320x11x11
54,__myl_CastAddMeanSubMulMeanCast_myl110_2,0,/model/block3.1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_5810 + ONNXTRT_Broadcast_1153.../model/block3.2/mlp/dwconv/Transpose + /model/block3.2/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl115_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_5810 + ONNXTRT_Broadcast_1153.../model/block3.2/mlp/dwconv/Transpose + /model/block3.2/mlp/dwconv/Reshape]},Half,1x484x320
55,__myl_Add_myl115_8,0,/model/block3.2/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.2/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.2/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.2/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
56,__myl_FcAdd_myl115_5,0,/model/block3.2/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.2.mlp.fc2.bias + ONNXTRT_Broadcast_1239.../model/block3.3/attn/Transpose_1 + /model/block3.3/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl119_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.2.mlp.fc2.bias + ONNXTRT_Broadcast_1239.../model/block3.3/attn/Transpose_1 + /model/block3.3/attn/Reshape_1]},Float,1x484x320
57,__myl_AddSqrtDivMulMulAddTranReshCast_myl119_3,1,/model/block3.3/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_5844 + ONNXTRT_Broadcast_1249.../model/block3.3/mlp/dwconv/Transpose + /model/block3.3/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.3/attn/q/MatMul_myl124_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_5844 + ONNXTRT_Broadcast_1249.../model/block3.3/mlp/dwconv/Transpose + /model/block3.3/mlp/dwconv/Reshape]},Half,1x484x320
58,/model/block3.3/attn/sr/Conv,0,/model/block3.3/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_5844 + ONNXTRT_Broadcast_1249.../model/block3.3/mlp/dwconv/Transpose + /model/block3.3/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl124_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_5844 + ONNXTRT_Broadcast_1249.../model/block3.3/mlp/dwconv/Transpose + /model/block3.3/mlp/dwconv/Reshape]},Half,1x320x11x11
59,__myl_CastAddMeanSubMulMeanCast_myl119_2,0,/model/block3.2/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_5844 + ONNXTRT_Broadcast_1249.../model/block3.3/mlp/dwconv/Transpose + /model/block3.3/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl124_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_5844 + ONNXTRT_Broadcast_1249.../model/block3.3/mlp/dwconv/Transpose + /model/block3.3/mlp/dwconv/Reshape]},Half,1x484x320
60,__myl_Add_myl124_8,0,/model/block3.3/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.3/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.3/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.3/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
61,__myl_FcAdd_myl124_5,0,/model/block3.3/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.3.mlp.fc2.bias + ONNXTRT_Broadcast_1335.../model/block3.4/attn/Transpose_1 + /model/block3.4/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl128_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.3.mlp.fc2.bias + ONNXTRT_Broadcast_1335.../model/block3.4/attn/Transpose_1 + /model/block3.4/attn/Reshape_1]},Float,1x484x320
62,__myl_AddSqrtDivMulMulAddTranReshCast_myl128_3,1,/model/block3.4/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_5878 + ONNXTRT_Broadcast_1345.../model/block3.4/mlp/dwconv/Transpose + /model/block3.4/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.4/attn/q/MatMul_myl133_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_5878 + ONNXTRT_Broadcast_1345.../model/block3.4/mlp/dwconv/Transpose + /model/block3.4/mlp/dwconv/Reshape]},Half,1x484x320
63,/model/block3.4/attn/sr/Conv,0,/model/block3.4/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_5878 + ONNXTRT_Broadcast_1345.../model/block3.4/mlp/dwconv/Transpose + /model/block3.4/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl133_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_5878 + ONNXTRT_Broadcast_1345.../model/block3.4/mlp/dwconv/Transpose + /model/block3.4/mlp/dwconv/Reshape]},Half,1x320x11x11
64,__myl_CastAddMeanSubMulMeanCast_myl128_2,0,/model/block3.3/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_5878 + ONNXTRT_Broadcast_1345.../model/block3.4/mlp/dwconv/Transpose + /model/block3.4/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl133_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_5878 + ONNXTRT_Broadcast_1345.../model/block3.4/mlp/dwconv/Transpose + /model/block3.4/mlp/dwconv/Reshape]},Half,1x484x320
65,__myl_Add_myl133_8,0,/model/block3.4/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.4/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.4/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.4/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
66,__myl_FcAdd_myl133_5,0,/model/block3.4/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.4.mlp.fc2.bias + ONNXTRT_Broadcast_1431.../model/block3.5/attn/Transpose_1 + /model/block3.5/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl137_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.4.mlp.fc2.bias + ONNXTRT_Broadcast_1431.../model/block3.5/attn/Transpose_1 + /model/block3.5/attn/Reshape_1]},Float,1x484x320
67,__myl_AddSqrtDivMulMulAddTranReshCast_myl137_3,1,/model/block3.5/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_5912 + ONNXTRT_Broadcast_1441.../model/block3.5/mlp/dwconv/Transpose + /model/block3.5/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.5/attn/q/MatMul_myl142_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_5912 + ONNXTRT_Broadcast_1441.../model/block3.5/mlp/dwconv/Transpose + /model/block3.5/mlp/dwconv/Reshape]},Half,1x484x320
68,/model/block3.5/attn/sr/Conv,0,/model/block3.5/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_5912 + ONNXTRT_Broadcast_1441.../model/block3.5/mlp/dwconv/Transpose + /model/block3.5/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl142_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_5912 + ONNXTRT_Broadcast_1441.../model/block3.5/mlp/dwconv/Transpose + /model/block3.5/mlp/dwconv/Reshape]},Half,1x320x11x11
69,__myl_CastAddMeanSubMulMeanCast_myl137_2,0,/model/block3.4/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_5912 + ONNXTRT_Broadcast_1441.../model/block3.5/mlp/dwconv/Transpose + /model/block3.5/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl142_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_5912 + ONNXTRT_Broadcast_1441.../model/block3.5/mlp/dwconv/Transpose + /model/block3.5/mlp/dwconv/Reshape]},Half,1x484x320
70,__myl_Add_myl142_8,0,/model/block3.5/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.5/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.5/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.5/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
71,__myl_FcAdd_myl142_5,0,/model/block3.5/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.5.mlp.fc2.bias + ONNXTRT_Broadcast_1527.../model/block3.6/attn/Transpose_1 + /model/block3.6/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl146_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.5.mlp.fc2.bias + ONNXTRT_Broadcast_1527.../model/block3.6/attn/Transpose_1 + /model/block3.6/attn/Reshape_1]},Float,1x484x320
72,__myl_AddSqrtDivMulMulAddTranReshCast_myl146_3,1,/model/block3.6/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_5946 + ONNXTRT_Broadcast_1537.../model/block3.6/mlp/dwconv/Transpose + /model/block3.6/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.6/attn/q/MatMul_myl151_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_5946 + ONNXTRT_Broadcast_1537.../model/block3.6/mlp/dwconv/Transpose + /model/block3.6/mlp/dwconv/Reshape]},Half,1x484x320
73,/model/block3.6/attn/sr/Conv,0,/model/block3.6/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_5946 + ONNXTRT_Broadcast_1537.../model/block3.6/mlp/dwconv/Transpose + /model/block3.6/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl151_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_5946 + ONNXTRT_Broadcast_1537.../model/block3.6/mlp/dwconv/Transpose + /model/block3.6/mlp/dwconv/Reshape]},Half,1x320x11x11
74,__myl_CastAddMeanSubMulMeanCast_myl146_2,0,/model/block3.5/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_5946 + ONNXTRT_Broadcast_1537.../model/block3.6/mlp/dwconv/Transpose + /model/block3.6/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl151_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_5946 + ONNXTRT_Broadcast_1537.../model/block3.6/mlp/dwconv/Transpose + /model/block3.6/mlp/dwconv/Reshape]},Half,1x484x320
75,__myl_Add_myl151_8,0,/model/block3.6/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.6/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.6/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.6/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
76,__myl_FcAdd_myl151_5,0,/model/block3.6/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.6.mlp.fc2.bias + ONNXTRT_Broadcast_1623.../model/block3.7/attn/Transpose_1 + /model/block3.7/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl155_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.6.mlp.fc2.bias + ONNXTRT_Broadcast_1623.../model/block3.7/attn/Transpose_1 + /model/block3.7/attn/Reshape_1]},Float,1x484x320
77,__myl_AddSqrtDivMulMulAddTranReshCast_myl155_3,1,/model/block3.7/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_5980 + ONNXTRT_Broadcast_1633.../model/block3.7/mlp/dwconv/Transpose + /model/block3.7/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.7/attn/q/MatMul_myl160_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_5980 + ONNXTRT_Broadcast_1633.../model/block3.7/mlp/dwconv/Transpose + /model/block3.7/mlp/dwconv/Reshape]},Half,1x484x320
78,/model/block3.7/attn/sr/Conv,0,/model/block3.7/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_5980 + ONNXTRT_Broadcast_1633.../model/block3.7/mlp/dwconv/Transpose + /model/block3.7/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl160_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_5980 + ONNXTRT_Broadcast_1633.../model/block3.7/mlp/dwconv/Transpose + /model/block3.7/mlp/dwconv/Reshape]},Half,1x320x11x11
79,__myl_CastAddMeanSubMulMeanCast_myl155_2,0,/model/block3.6/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_5980 + ONNXTRT_Broadcast_1633.../model/block3.7/mlp/dwconv/Transpose + /model/block3.7/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl160_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_5980 + ONNXTRT_Broadcast_1633.../model/block3.7/mlp/dwconv/Transpose + /model/block3.7/mlp/dwconv/Reshape]},Half,1x484x320
80,__myl_Add_myl160_8,0,/model/block3.7/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.7/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.7/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.7/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
81,__myl_FcAdd_myl160_5,0,/model/block3.7/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.7.mlp.fc2.bias + ONNXTRT_Broadcast_1719.../model/block3.8/attn/Transpose_1 + /model/block3.8/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl164_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.7.mlp.fc2.bias + ONNXTRT_Broadcast_1719.../model/block3.8/attn/Transpose_1 + /model/block3.8/attn/Reshape_1]},Float,1x484x320
82,__myl_AddSqrtDivMulMulAddTranReshCast_myl164_3,1,/model/block3.8/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_6014 + ONNXTRT_Broadcast_1729.../model/block3.8/mlp/dwconv/Transpose + /model/block3.8/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.8/attn/q/MatMul_myl169_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_6014 + ONNXTRT_Broadcast_1729.../model/block3.8/mlp/dwconv/Transpose + /model/block3.8/mlp/dwconv/Reshape]},Half,1x484x320
83,/model/block3.8/attn/sr/Conv,0,/model/block3.8/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_6014 + ONNXTRT_Broadcast_1729.../model/block3.8/mlp/dwconv/Transpose + /model/block3.8/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl169_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_6014 + ONNXTRT_Broadcast_1729.../model/block3.8/mlp/dwconv/Transpose + /model/block3.8/mlp/dwconv/Reshape]},Half,1x320x11x11
84,__myl_CastAddMeanSubMulMeanCast_myl164_2,0,/model/block3.7/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 2 to {ForeignNode[onnx::MatMul_6014 + ONNXTRT_Broadcast_1729.../model/block3.8/mlp/dwconv/Transpose + /model/block3.8/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,__myl_FcAdd_myl169_5,0,Reformatted Input Tensor 2 to {ForeignNode[onnx::MatMul_6014 + ONNXTRT_Broadcast_1729.../model/block3.8/mlp/dwconv/Transpose + /model/block3.8/mlp/dwconv/Reshape]},Half,1x484x320
85,__myl_Add_myl169_8,0,/model/block3.8/mlp/dwconv/Reshape_output_0,Half,Reformatting CopyNode for Input Tensor 0 to /model/block3.8/mlp/dwconv/dwconv/Conv,Row major linear FP16 format,Channel major FP16 format where channel % 8 == 0,/model/block3.8/mlp/dwconv/dwconv/Conv,0,Reformatted Input Tensor 0 to /model/block3.8/mlp/dwconv/dwconv/Conv,Channel major FP16 format where channel % 8 == 0,1x1280x22x22
86,__myl_FcAdd_myl169_5,0,/model/block3.8/Add_output_0,Half,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.8.mlp.fc2.bias + ONNXTRT_Broadcast_1815.../model/block3.9/attn/Transpose_1 + /model/block3.9/attn/Reshape_1]},Row major linear FP16 format,Row major linear FP32,__myl_CastAddMeanSubMulMeanCast_myl173_2,1,Reformatted Input Tensor 1 to {ForeignNode[model.rgb_encoder.block3.8.mlp.fc2.bias + ONNXTRT_Broadcast_1815.../model/block3.9/attn/Transpose_1 + /model/block3.9/attn/Reshape_1]},Float,1x484x320
87,__myl_AddSqrtDivMulMulAddTranReshCast_myl173_3,1,/model/block3.9/norm1/Add_1_output_0,Float,Reformatting CopyNode for Input Tensor 0 to {ForeignNode[onnx::MatMul_6048 + ONNXTRT_Broadcast_1825.../model/block3.9/mlp/dwconv/Transpose + /model/block3.9/mlp/dwconv/Reshape]},Row major linear FP32,Row major linear FP16 format,/model/block3.9/attn/q/MatMul_myl178_2,0,Reformatted Input Tensor 0 to {ForeignNode[onnx::MatMul_6048 + ONNXTRT_Broadcast_1825.../model/block3.9/mlp/dwconv/Transpose + /model/block3.9/mlp/dwconv/Reshape]},Half,1x484x320
88,/model/block3.9/attn/sr/Conv,0,/model/block3.9/attn/sr/Conv_output_0,Channel major FP16 format where channel % 8 == 0,Reformatting CopyNode for Input Tensor 1 to {ForeignNode[onnx::MatMul_6048 + ONNXTRT_Broadcast_1825.../model/block3.9/mlp/dwconv/Transpose + /model/block3.9/mlp/dwconv/Reshape]},Channel major FP16 format where channel % 8 == 0,Row major linear FP16 format,__myl_ReshTranMeanSubMulMeanAddSqrtDivMulMulAdd_myl178_0,0,Reformatted Input Tensor 1 to {ForeignNode[onnx::MatMul_6048 + ONNXTRT_Broadcast_1825.../model/block3.9/mlp/dwconv/Transpose + /model/block3.9/mlp/dwconv/Reshape]},Half,1x320x11x11
